locus_tag	ftype	gene	EC_number	product
ALJHJBEP_00437	CDS			hypothetical protein
ALJHJBEP_00438	CDS	caeB	3.1.1.-	Carboxylesterase B
ALJHJBEP_00439	CDS	ompT	3.4.23.49	Protease 7
ALJHJBEP_00440	CDS			putative HTH-type transcriptional regulator
ALJHJBEP_00441	CDS			hypothetical protein
ALJHJBEP_00442	CDS			hypothetical protein
ALJHJBEP_00443	CDS			hypothetical protein
ALJHJBEP_00444	tRNA			tRNA-Gly(gcc)
ALJHJBEP_00445	tRNA			tRNA-Gly(gcc)
ALJHJBEP_00446	CDS	queG	1.17.99.6	Epoxyqueuosine reductase
ALJHJBEP_00447	CDS	nnr		Bifunctional NAD(P)H-hydrate repair enzyme Nnr
ALJHJBEP_00448	CDS	tsaE		tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
ALJHJBEP_00449	CDS	amiB	3.5.1.28	N-acetylmuramoyl-L-alanine amidase AmiB
ALJHJBEP_00450	CDS	mutL		DNA mismatch repair protein MutL
ALJHJBEP_00451	CDS	miaA	2.5.1.75	tRNA dimethylallyltransferase
ALJHJBEP_00452	CDS	hfq		RNA-binding protein Hfq
ALJHJBEP_00453	CDS	hflX		GTPase HflX
ALJHJBEP_00454	CDS	hflK_1		Modulator of FtsH protease HflK
ALJHJBEP_00455	CDS	hflC		Modulator of FtsH protease HflC
ALJHJBEP_00456	CDS			hypothetical protein
ALJHJBEP_00457	CDS	purA	6.3.4.4	Adenylosuccinate synthetase
ALJHJBEP_00458	CDS	nsrR		HTH-type transcriptional repressor NsrR
ALJHJBEP_00459	CDS	rnr	3.1.13.1	Ribonuclease R
ALJHJBEP_00460	CDS	rlmB_1	2.1.1.185	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
ALJHJBEP_00461	CDS			hypothetical protein
ALJHJBEP_00462	CDS			hypothetical protein
ALJHJBEP_00463	CDS			hypothetical protein
ALJHJBEP_00464	CDS			hypothetical protein
ALJHJBEP_00465	CDS			hypothetical protein
ALJHJBEP_00466	CDS	yjfC	6.3.1.-	Putative acid--amine ligase YjfC
ALJHJBEP_00467	CDS	aidB	1.3.99.-	Putative acyl-CoA dehydrogenase AidB
ALJHJBEP_00468	CDS			hypothetical protein
ALJHJBEP_00469	CDS	bsmA		Lipoprotein BsmA
ALJHJBEP_00470	CDS	bphD	3.7.1.8	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
ALJHJBEP_00471	CDS	ulaR		HTH-type transcriptional regulator UlaR
ALJHJBEP_00472	CDS	ulaG	3.1.1.-	putative L-ascorbate-6-phosphate lactonase UlaG
ALJHJBEP_00473	CDS	ulaA_1		Ascorbate-specific PTS system EIIC component
ALJHJBEP_00474	CDS	ulaB_1	2.7.1.194	Ascorbate-specific PTS system EIIB component
ALJHJBEP_00475	CDS	ulaC	2.7.1.194	Ascorbate-specific PTS system EIIA component
ALJHJBEP_00476	CDS	ulaD	4.1.1.85	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
ALJHJBEP_00477	CDS	ulaE	5.1.3.22	L-ribulose-5-phosphate 3-epimerase UlaE
ALJHJBEP_00478	CDS	ulaF	5.1.3.4	L-ribulose-5-phosphate 4-epimerase UlaF
ALJHJBEP_00479	CDS			hypothetical protein
ALJHJBEP_00480	CDS	rpsF		30S ribosomal protein S6
ALJHJBEP_00481	CDS	priB		Primosomal replication protein N
ALJHJBEP_00482	CDS	rpsR		30S ribosomal protein S18
ALJHJBEP_00483	CDS	rplI		50S ribosomal protein L9
ALJHJBEP_00484	CDS			hypothetical protein
ALJHJBEP_00485	CDS	rusA_3	3.1.22.4	Crossover junction endodeoxyribonuclease RusA
ALJHJBEP_00486	CDS			hypothetical protein
ALJHJBEP_00487	CDS	rhsA	3.1.-.-	putative deoxyribonuclease RhsA
ALJHJBEP_00488	CDS			hypothetical protein
ALJHJBEP_00489	CDS	rhsB_1	3.1.-.-	putative deoxyribonuclease RhsB
ALJHJBEP_00490	CDS			hypothetical protein
ALJHJBEP_00491	CDS	vgrG1_1	6.3.2.-	Actin cross-linking toxin VgrG1
ALJHJBEP_00492	CDS	cusS	2.7.13.3	Sensor kinase CusS
ALJHJBEP_00493	CDS	cusR		Transcriptional regulatory protein CusR
ALJHJBEP_00494	CDS	cusC_1		Cation efflux system protein CusC
ALJHJBEP_00495	CDS	cusF		Cation efflux system protein CusF
ALJHJBEP_00496	CDS	cusB		Cation efflux system protein CusB
ALJHJBEP_00497	CDS	cusA		Cation efflux system protein CusA
ALJHJBEP_00498	CDS	pheP		Phenylalanine-specific permease
ALJHJBEP_00499	CDS	ybdG		Miniconductance mechanosensitive channel YbdG
ALJHJBEP_00500	CDS	nfsB	1.-.-.-	Oxygen-insensitive NAD(P)H nitroreductase
ALJHJBEP_00501	CDS			hypothetical protein
ALJHJBEP_00502	CDS			hypothetical protein
ALJHJBEP_00503	CDS	ybdK	6.3.2.2	Putative glutamate--cysteine ligase 2
ALJHJBEP_00504	CDS			hypothetical protein
ALJHJBEP_00505	CDS			hypothetical protein
ALJHJBEP_00506	CDS	entD	2.7.8.-	Enterobactin synthase component D
ALJHJBEP_00507	CDS	fepA		Ferrienterobactin receptor
ALJHJBEP_00508	CDS	fes		Enterochelin esterase
ALJHJBEP_00509	CDS	ybdZ		Enterobactin biosynthesis protein YbdZ
ALJHJBEP_00510	CDS	entF	2.7.7.-	Enterobactin synthase component F
ALJHJBEP_00511	CDS	fepE		Ferric enterobactin transport protein FepE
ALJHJBEP_00512	CDS	fepC		Ferric enterobactin transport ATP-binding protein FepC
ALJHJBEP_00513	CDS	fepG		Ferric enterobactin transport system permease protein FepG
ALJHJBEP_00514	CDS	fepD		Ferric enterobactin transport system permease protein FepD
ALJHJBEP_00515	CDS	entS		Enterobactin exporter EntS
ALJHJBEP_00516	CDS	fepB		Ferrienterobactin-binding periplasmic protein
ALJHJBEP_00517	CDS	entC	5.4.4.2	Isochorismate synthase EntC
ALJHJBEP_00518	CDS	entE	6.3.2.14	Enterobactin synthase component E
ALJHJBEP_00519	CDS	entB	6.3.2.14	Enterobactin synthase component B
ALJHJBEP_00520	CDS	entA	1.3.1.28	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
ALJHJBEP_00521	CDS	entH	3.1.2.-	Proofreading thioesterase EntH
ALJHJBEP_00522	CDS	cstA		Carbon starvation protein A
ALJHJBEP_00523	CDS			hypothetical protein
ALJHJBEP_00524	CDS	ybdH	1.1.-.-	putative oxidoreductase YbdH
ALJHJBEP_00525	CDS	ybdL	2.6.1.88	Methionine aminotransferase
ALJHJBEP_00526	CDS	noc		Nucleoid occlusion protein
ALJHJBEP_00527	CDS	cysH_1	1.8.4.8	Phosphoadenosine phosphosulfate reductase
ALJHJBEP_00528	CDS	ybdO_1		putative HTH-type transcriptional regulator YbdO
ALJHJBEP_00529	CDS	dsbG		Thiol:disulfide interchange protein DsbG
ALJHJBEP_00530	CDS	ahpC	1.11.1.15	Alkyl hydroperoxide reductase subunit C
ALJHJBEP_00531	CDS	ahpF	1.8.1.-	Alkyl hydroperoxide reductase subunit F
ALJHJBEP_00532	CDS	uspG		Universal stress protein UP12
ALJHJBEP_00533	CDS		1.1.1.1	putative zinc-binding alcohol dehydrogenase
ALJHJBEP_00534	CDS			hypothetical protein
ALJHJBEP_00535	CDS	rnk		Regulator of nucleoside diphosphate kinase
ALJHJBEP_00536	CDS	rna	3.1.27.6	Ribonuclease I
ALJHJBEP_00537	CDS	citT		Citrate carrier
ALJHJBEP_00538	CDS	citG	2.4.2.52	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
ALJHJBEP_00539	CDS	citX	2.7.7.61	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
ALJHJBEP_00540	CDS	citF	4.1.3.6	Citrate lyase alpha chain
ALJHJBEP_00541	CDS	citE	4.1.3.6	Citrate lyase subunit beta
ALJHJBEP_00542	CDS	citD		Citrate lyase acyl carrier protein
ALJHJBEP_00543	CDS	citC	6.2.1.22	[Citrate [pro-3S]-lyase] ligase
ALJHJBEP_00544	CDS	dpiB	2.7.13.3	Sensor histidine kinase DpiB
ALJHJBEP_00545	CDS	dpiA		Transcriptional regulatory protein DpiA
ALJHJBEP_00546	CDS	dcuD_1		Putative cryptic C4-dicarboxylate transporter DcuD
ALJHJBEP_00547	CDS	pagP	2.3.1.251	Lipid A palmitoyltransferase PagP
ALJHJBEP_00548	CDS	cspE		Cold shock-like protein CspE
ALJHJBEP_00549	CDS	crcB		Putative fluoride ion transporter CrcB
ALJHJBEP_00550	CDS		3.5.-.-	Hydrolase
ALJHJBEP_00551	CDS	tatE		Sec-independent protein translocase protein TatE
ALJHJBEP_00552	CDS	lipA	2.8.1.8	Lipoyl synthase
ALJHJBEP_00553	CDS	ybdO_2		putative HTH-type transcriptional regulator YbdO
ALJHJBEP_00554	CDS	lipB	2.3.1.181	Octanoyltransferase
ALJHJBEP_00555	CDS			hypothetical protein
ALJHJBEP_00556	CDS	dacA	3.4.16.4	D-alanyl-D-alanine carboxypeptidase DacA
ALJHJBEP_00557	CDS	rlpA	4.2.2.-	Endolytic peptidoglycan transglycosylase RlpA
ALJHJBEP_00558	CDS	mrdB	2.4.1.129	Peptidoglycan glycosyltransferase MrdB
ALJHJBEP_00559	CDS	mrdA	3.4.16.4	Peptidoglycan D,D-transpeptidase MrdA
ALJHJBEP_00560	CDS	rlmH	2.1.1.177	Ribosomal RNA large subunit methyltransferase H
ALJHJBEP_00561	CDS	rsfS		Ribosomal silencing factor RsfS
ALJHJBEP_00562	CDS	cobC	3.1.3.73	Adenosylcobalamin/alpha-ribazole phosphatase
ALJHJBEP_00563	CDS	nadD	2.7.7.18	Nicotinate-nucleotide adenylyltransferase
ALJHJBEP_00564	CDS	holA	2.7.7.7	DNA polymerase III subunit delta
ALJHJBEP_00565	CDS	lptE		LPS-assembly lipoprotein LptE
ALJHJBEP_00566	CDS	leuS	6.1.1.4	Leucine--tRNA ligase
ALJHJBEP_00567	CDS			hypothetical protein
ALJHJBEP_00568	CDS	esiB_1		Secretory immunoglobulin A-binding protein EsiB
ALJHJBEP_00569	CDS			hypothetical protein
ALJHJBEP_00570	CDS			hypothetical protein
ALJHJBEP_00571	CDS			hypothetical protein
ALJHJBEP_00572	CDS	esiB_2		Secretory immunoglobulin A-binding protein EsiB
ALJHJBEP_00573	CDS			hypothetical protein
ALJHJBEP_00574	CDS			hypothetical protein
ALJHJBEP_00575	CDS			hypothetical protein
ALJHJBEP_00576	CDS	hscC		Chaperone protein HscC
ALJHJBEP_00577	CDS	rihA	3.2.-.-	Pyrimidine-specific ribonucleoside hydrolase RihA
ALJHJBEP_00578	CDS	glnQ_1		Glutamine transport ATP-binding protein GlnQ
ALJHJBEP_00579	CDS	gltK		Glutamate/aspartate import permease protein GltK
ALJHJBEP_00580	CDS	glnM_1		putative glutamine ABC transporter permease protein GlnM
ALJHJBEP_00581	CDS	gltI		Glutamate/aspartate import solute-binding protein
ALJHJBEP_00582	CDS	lnt	2.3.1.-	Apolipoprotein N-acyltransferase
ALJHJBEP_00583	CDS	corC_1		Magnesium and cobalt efflux protein CorC
ALJHJBEP_00584	CDS	ybeY	3.1.-.-	Endoribonuclease YbeY
ALJHJBEP_00585	CDS			PhoH-like protein
ALJHJBEP_00586	CDS	miaB	2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
ALJHJBEP_00587	CDS	ubiF	1.14.13.-	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
ALJHJBEP_00588	tRNA			tRNA-Gln(ctg)
ALJHJBEP_00589	tRNA			tRNA-Gln(ctg)
ALJHJBEP_00590	tRNA			tRNA-Met(cat)
ALJHJBEP_00591	CDS	rusA_4	3.1.22.4	Crossover junction endodeoxyribonuclease RusA
ALJHJBEP_00592	CDS			hypothetical protein
ALJHJBEP_00593	CDS			hypothetical protein
ALJHJBEP_00594	tRNA			tRNA-Met(cat)
ALJHJBEP_00595	tRNA			tRNA-Arg(tcg)
ALJHJBEP_00596	tRNA			tRNA-Arg(tct)
ALJHJBEP_00597	CDS			hypothetical protein
ALJHJBEP_00598	CDS			hypothetical protein
ALJHJBEP_00599	CDS			hypothetical protein
ALJHJBEP_00600	CDS			hypothetical protein
ALJHJBEP_00601	CDS	rusA_5	3.1.22.4	Crossover junction endodeoxyribonuclease RusA
ALJHJBEP_00602	CDS			hypothetical protein
ALJHJBEP_00603	CDS			hypothetical protein
ALJHJBEP_00604	CDS			hypothetical protein
ALJHJBEP_00605	CDS			hypothetical protein
ALJHJBEP_00606	CDS			hypothetical protein
ALJHJBEP_00607	CDS			hypothetical protein
ALJHJBEP_00608	CDS			hypothetical protein
ALJHJBEP_00609	CDS			hypothetical protein
ALJHJBEP_00610	CDS			hypothetical protein
ALJHJBEP_00611	CDS			hypothetical protein
ALJHJBEP_00612	CDS			hypothetical protein
ALJHJBEP_00613	CDS			hypothetical protein
ALJHJBEP_00614	CDS	stiP	3.4.22.-	Cysteine protease StiP
ALJHJBEP_00615	CDS			hypothetical protein
ALJHJBEP_00616	CDS			hypothetical protein
ALJHJBEP_00617	CDS			hypothetical protein
ALJHJBEP_00618	CDS	yceD_1		General stress protein 16U
ALJHJBEP_00619	CDS	yceD_2		General stress protein 16U
ALJHJBEP_00620	CDS			hypothetical protein
ALJHJBEP_00621	CDS	alx_1		Inner membrane protein alx
ALJHJBEP_00622	CDS	yceD_3		General stress protein 16U
ALJHJBEP_00623	CDS	yceD_4		General stress protein 16U
ALJHJBEP_00624	CDS	yceD_5		General stress protein 16U
ALJHJBEP_00625	CDS	cirA_1		Colicin I receptor
ALJHJBEP_00626	CDS			hypothetical protein
ALJHJBEP_00627	CDS			hypothetical protein
ALJHJBEP_00628	CDS			hypothetical protein
ALJHJBEP_00629	CDS			hypothetical protein
ALJHJBEP_00630	CDS			hypothetical protein
ALJHJBEP_00631	CDS			hypothetical protein
ALJHJBEP_00632	CDS	elmGT	2.4.1.331	Elloramycin glycosyltransferase ElmGT
ALJHJBEP_00633	CDS			hypothetical protein
ALJHJBEP_00634	CDS			hypothetical protein
ALJHJBEP_00635	CDS			hypothetical protein
ALJHJBEP_00636	CDS			hypothetical protein
ALJHJBEP_00637	CDS			hypothetical protein
ALJHJBEP_00638	CDS			hypothetical protein
ALJHJBEP_00639	CDS			hypothetical protein
ALJHJBEP_00640	CDS			hypothetical protein
ALJHJBEP_00641	CDS	era_1		GTPase Era
ALJHJBEP_00642	CDS	flu		Antigen 43
ALJHJBEP_00643	CDS	crfC_1		Clamp-binding protein CrfC
ALJHJBEP_00644	CDS			hypothetical protein
ALJHJBEP_00645	CDS			hypothetical protein
ALJHJBEP_00646	CDS	dadX	5.1.1.1	Alanine racemase, catabolic
ALJHJBEP_00647	CDS	dadA	1.4.99.-	D-amino acid dehydrogenase
ALJHJBEP_00648	CDS			hypothetical protein
ALJHJBEP_00649	CDS	fadR		Fatty acid metabolism regulator protein
ALJHJBEP_00650	CDS	nhaB		Na(+)/H(+) antiporter NhaB
ALJHJBEP_00651	CDS	dsbB		Disulfide bond formation protein B
ALJHJBEP_00652	CDS	dinB1	2.7.7.7	DNA polymerase IV 1
ALJHJBEP_00653	CDS	lexA_1	3.4.21.88	LexA repressor
ALJHJBEP_00654	CDS	hlyE		Hemolysin E, chromosomal
ALJHJBEP_00655	CDS			hypothetical protein
ALJHJBEP_00656	CDS		4.3.2.3	Ureidoglycolate lyase
ALJHJBEP_00657	CDS	ycgL		Protein YcgL
ALJHJBEP_00658	CDS			hypothetical protein
ALJHJBEP_00659	CDS	pliG		Inhibitor of g-type lysozyme
ALJHJBEP_00660	CDS			hypothetical protein
ALJHJBEP_00661	CDS	minC		Septum site-determining protein MinC
ALJHJBEP_00662	CDS	minD		Septum site-determining protein MinD
ALJHJBEP_00663	CDS	minE		Cell division topological specificity factor
ALJHJBEP_00664	CDS			hypothetical protein
ALJHJBEP_00665	CDS			hypothetical protein
ALJHJBEP_00666	CDS			hypothetical protein
ALJHJBEP_00667	CDS			hypothetical protein
ALJHJBEP_00668	CDS			hypothetical protein
ALJHJBEP_00669	CDS			hypothetical protein
ALJHJBEP_00670	CDS			hypothetical protein
ALJHJBEP_00671	CDS			hypothetical protein
ALJHJBEP_00672	CDS			hypothetical protein
ALJHJBEP_00673	CDS			hypothetical protein
ALJHJBEP_00674	CDS			hypothetical protein
ALJHJBEP_00675	CDS			hypothetical protein
ALJHJBEP_00676	CDS			hypothetical protein
ALJHJBEP_00677	CDS			hypothetical protein
ALJHJBEP_00678	CDS			hypothetical protein
ALJHJBEP_00679	CDS			hypothetical protein
ALJHJBEP_00680	CDS			hypothetical protein
ALJHJBEP_00681	CDS			hypothetical protein
ALJHJBEP_00682	CDS			hypothetical protein
ALJHJBEP_00683	CDS			hypothetical protein
ALJHJBEP_00684	CDS	metJ		Met repressor
ALJHJBEP_00685	CDS	metB	2.5.1.48	Cystathionine gamma-synthase
ALJHJBEP_00686	CDS	metL		Bifunctional aspartokinase/homoserine dehydrogenase 2
ALJHJBEP_00687	CDS	metF	1.5.1.20	5,10-methylenetetrahydrofolate reductase
ALJHJBEP_00688	CDS	katG_1	1.11.1.21	Catalase-peroxidase
ALJHJBEP_00689	CDS	yijE		putative cystine transporter YijE
ALJHJBEP_00690	CDS			hypothetical protein
ALJHJBEP_00691	CDS	gldA	1.1.1.6	Glycerol dehydrogenase
ALJHJBEP_00692	CDS	fsaB	4.1.2.-	Fructose-6-phosphate aldolase 2
ALJHJBEP_00693	CDS	ptsI_1	2.7.3.9	Phosphoenolpyruvate-protein phosphotransferase
ALJHJBEP_00694	CDS	manP_1		PTS system mannose-specific EIIBCA component
ALJHJBEP_00695	CDS	fryB_1	2.7.1.202	PTS system fructose-like EIIB component 1
ALJHJBEP_00696	CDS	cutC_1	4.3.99.4	Choline trimethylamine-lyase
ALJHJBEP_00697	CDS	bssD	1.97.1.-	Benzylsuccinate synthase activating enzyme
ALJHJBEP_00698	CDS	frwD	2.7.1.202	PTS system fructose-like EIIB component 3
ALJHJBEP_00699	CDS	btr		HTH-type transcriptional activator Btr
ALJHJBEP_00700	CDS	eptC_1	2.7.-.-	Phosphoethanolamine transferase EptC
ALJHJBEP_00701	CDS	ppc	4.1.1.31	Phosphoenolpyruvate carboxylase
ALJHJBEP_00702	CDS	argE_1	3.5.1.16	Acetylornithine deacetylase
ALJHJBEP_00703	CDS	argC	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase
ALJHJBEP_00704	CDS	argB	2.7.2.8	Acetylglutamate kinase
ALJHJBEP_00705	CDS	argH	4.3.2.1	Argininosuccinate lyase
ALJHJBEP_00706	CDS	oxyR_1		Hydrogen peroxide-inducible genes activator
ALJHJBEP_00707	CDS	sthA	1.6.1.1	Soluble pyridine nucleotide transhydrogenase
ALJHJBEP_00708	CDS	yxeP	3.-.-.-	putative hydrolase YxeP
ALJHJBEP_00709	CDS	kgtP_1		Alpha-ketoglutarate permease
ALJHJBEP_00710	CDS	fabR		HTH-type transcriptional repressor FabR
ALJHJBEP_00711	CDS	yijD		Inner membrane protein YijD
ALJHJBEP_00712	CDS	trmA	2.1.1.-	tRNA/tmRNA (uracil-C(5))-methyltransferase
ALJHJBEP_00713	CDS	btuB		Vitamin B12 transporter BtuB
ALJHJBEP_00714	CDS	murI	5.1.1.3	Glutamate racemase
ALJHJBEP_00715	CDS			hypothetical protein
ALJHJBEP_00716	CDS			hypothetical protein
ALJHJBEP_00717	CDS			hypothetical protein
ALJHJBEP_00718	CDS			hypothetical protein
ALJHJBEP_00719	CDS			hypothetical protein
ALJHJBEP_00720	CDS			hypothetical protein
ALJHJBEP_00721	CDS			hypothetical protein
ALJHJBEP_00722	CDS			hypothetical protein
ALJHJBEP_00723	CDS			hypothetical protein
ALJHJBEP_00724	CDS	zur		Zinc uptake regulation protein
ALJHJBEP_00725	CDS			hypothetical protein
ALJHJBEP_00726	CDS	dinF		DNA damage-inducible protein F
ALJHJBEP_00727	CDS	lexA_2	3.4.21.88	LexA repressor
ALJHJBEP_00728	CDS	dgkA_1	2.7.1.107	Diacylglycerol kinase
ALJHJBEP_00729	CDS	plsB	2.3.1.15	Glycerol-3-phosphate acyltransferase
ALJHJBEP_00730	CDS	ubiA	2.5.1.-	4-hydroxybenzoate octaprenyltransferase
ALJHJBEP_00731	CDS	ubiC	4.1.3.40	Chorismate pyruvate-lyase
ALJHJBEP_00732	CDS	sopA_1	2.3.2.26	E3 ubiquitin-protein ligase SopA
ALJHJBEP_00733	CDS			hypothetical protein
ALJHJBEP_00734	CDS	lamB		Maltoporin
ALJHJBEP_00735	CDS	malK	3.6.3.19	Maltose/maltodextrin import ATP-binding protein MalK
ALJHJBEP_00736	CDS	malE		Maltose-binding periplasmic protein
ALJHJBEP_00737	CDS	malF		Maltose transport system permease protein MalF
ALJHJBEP_00738	CDS	malG		Maltose transport system permease protein MalG
ALJHJBEP_00739	CDS	xylE		D-xylose-proton symporter
ALJHJBEP_00740	CDS	psiE		Protein PsiE
ALJHJBEP_00741	CDS			hypothetical protein
ALJHJBEP_00742	CDS			hypothetical protein
ALJHJBEP_00743	CDS	gfcB_1		putative lipoprotein GfcB
ALJHJBEP_00744	CDS			hypothetical protein
ALJHJBEP_00745	CDS	pgi_1	5.3.1.9	Glucose-6-phosphate isomerase
ALJHJBEP_00746	CDS	lysC	2.7.2.4	Lysine-sensitive aspartokinase 3
ALJHJBEP_00747	CDS			hypothetical protein
ALJHJBEP_00748	CDS	rluF	5.4.99.21	23S rRNA pseudouridine(2604) synthase
ALJHJBEP_00749	CDS	sorC		Sorbitol operon regulator
ALJHJBEP_00750	CDS	bacC	1.1.1.385	Dihydroanticapsin 7-dehydrogenase
ALJHJBEP_00751	CDS	sorF	2.7.1.206	PTS system sorbose-specific EIIA component
ALJHJBEP_00752	CDS	sorB_1	2.7.1.206	PTS system sorbose-specific EIIB component
ALJHJBEP_00753	CDS	sorA		PTS system sorbose-specific EIIC component
ALJHJBEP_00754	CDS	sorM		PTS system sorbose-specific EIID component
ALJHJBEP_00755	CDS	gutB_1	1.1.1.14	Sorbitol dehydrogenase
ALJHJBEP_00756	CDS	pepE	3.4.13.21	Peptidase E
ALJHJBEP_00757	CDS			hypothetical protein
ALJHJBEP_00758	CDS	metH	2.1.1.13	Methionine synthase
ALJHJBEP_00759	CDS	iclR		Transcriptional repressor IclR
ALJHJBEP_00760	CDS			hypothetical protein
ALJHJBEP_00761	CDS	aceK	2.7.11.5	Isocitrate dehydrogenase kinase/phosphatase
ALJHJBEP_00762	CDS	aceA	4.1.3.1	Isocitrate lyase
ALJHJBEP_00763	CDS	aceB	2.3.3.9	Malate synthase A
ALJHJBEP_00764	CDS	metA	2.3.1.46	Homoserine O-succinyltransferase
ALJHJBEP_00765	CDS	yjaB_1	2.3.1.-	putative N-acetyltransferase YjaB
ALJHJBEP_00766	CDS			hypothetical protein
ALJHJBEP_00767	CDS			hypothetical protein
ALJHJBEP_00768	tRNA			tRNA-Met(cat)
ALJHJBEP_00769	tRNA			tRNA-Arg(tcg)
ALJHJBEP_00770	CDS			hypothetical protein
ALJHJBEP_00771	CDS	kdpA		Potassium-transporting ATPase potassium-binding subunit
ALJHJBEP_00772	CDS	kdpB	3.6.3.12	Potassium-transporting ATPase ATP-binding subunit
ALJHJBEP_00773	CDS	kdpC		Potassium-transporting ATPase KdpC subunit
ALJHJBEP_00774	CDS	kdpD	2.7.13.3	Sensor protein KdpD
ALJHJBEP_00775	CDS	kdpE		KDP operon transcriptional regulatory protein KdpE
ALJHJBEP_00776	CDS			hypothetical protein
ALJHJBEP_00777	CDS	speF	4.1.1.17	Inducible ornithine decarboxylase
ALJHJBEP_00778	CDS	potE		Putrescine transporter PotE
ALJHJBEP_00779	CDS	pgm	5.4.2.2	Phosphoglucomutase
ALJHJBEP_00780	CDS	seqA		Negative modulator of initiation of replication
ALJHJBEP_00781	CDS	ybfF	3.1.-.-	Esterase YbfF
ALJHJBEP_00782	CDS			hypothetical protein
ALJHJBEP_00783	CDS	fldA		Flavodoxin 1
ALJHJBEP_00784	CDS	fur		Ferric uptake regulation protein
ALJHJBEP_00785	CDS	chiQ		putative lipoprotein ChiQ
ALJHJBEP_00786	CDS	chiP_1		Chitoporin
ALJHJBEP_00787	CDS	chiP_2		Chitoporin
ALJHJBEP_00788	CDS	glnS	6.1.1.18	Glutamine--tRNA ligase
ALJHJBEP_00789	CDS	nagE		PTS system N-acetylglucosamine-specific EIICBA component
ALJHJBEP_00790	CDS	nagB_1	3.5.99.6	Glucosamine-6-phosphate deaminase
ALJHJBEP_00791	CDS	nagA_1	3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase
ALJHJBEP_00792	CDS	nagC_2		N-acetylglucosamine repressor
ALJHJBEP_00793	CDS	nagD	3.1.3.5	Ribonucleotide monophosphatase NagD
ALJHJBEP_00794	CDS	asnB	6.3.5.4	Asparagine synthetase B [glutamine-hydrolyzing]
ALJHJBEP_00795	tRNA			tRNA-Met(cat)
ALJHJBEP_00796	CDS			hypothetical protein
ALJHJBEP_00797	CDS			hypothetical protein
ALJHJBEP_00798	CDS	toxB_1	3.4.22.-	Toxin B
ALJHJBEP_00799	CDS	tqsA_2		AI-2 transport protein TqsA
ALJHJBEP_00800	CDS	pntB	1.6.1.2	NAD(P) transhydrogenase subunit beta
ALJHJBEP_00801	CDS	pntA	1.6.1.2	NAD(P) transhydrogenase subunit alpha
ALJHJBEP_00802	CDS			hypothetical protein
ALJHJBEP_00803	CDS	ydgI		Putative arginine/ornithine antiporter
ALJHJBEP_00804	CDS	folM	1.5.1.-	Dihydromonapterin reductase
ALJHJBEP_00805	CDS	ydgC		Inner membrane protein YdgC
ALJHJBEP_00806	CDS	rstA		Transcriptional regulatory protein RstA
ALJHJBEP_00807	CDS	rstB	2.7.13.3	Sensor protein RstB
ALJHJBEP_00808	CDS	tus		DNA replication terminus site-binding protein
ALJHJBEP_00809	CDS	fumC	4.2.1.2	Fumarate hydratase class II
ALJHJBEP_00810	CDS	fumA_1	4.2.1.2	Fumarate hydratase class I, aerobic
ALJHJBEP_00811	CDS	manA	5.3.1.8	Mannose-6-phosphate isomerase
ALJHJBEP_00812	CDS			hypothetical protein
ALJHJBEP_00813	CDS	uidC_1		Membrane-associated protein UidC
ALJHJBEP_00814	CDS	uidC_2		Membrane-associated protein UidC
ALJHJBEP_00815	CDS	uidB		Glucuronide carrier protein
ALJHJBEP_00816	CDS	uidA_1	3.2.1.31	Beta-glucuronidase
ALJHJBEP_00817	CDS	uidA_2	3.2.1.31	Beta-glucuronidase
ALJHJBEP_00818	CDS	kstR2		HTH-type transcriptional repressor KstR2
ALJHJBEP_00819	CDS	hdhA	1.1.1.159	7-alpha-hydroxysteroid dehydrogenase
ALJHJBEP_00820	CDS	malI		Maltose regulon regulatory protein MalI
ALJHJBEP_00821	CDS	malX		PTS system maltose-specific EIICB component
ALJHJBEP_00822	CDS	patB	4.4.1.8	Cystathionine beta-lyase PatB
ALJHJBEP_00823	CDS		3.5.4.40	Aminodeoxyfutalosine deaminase
ALJHJBEP_00824	CDS	iolW	1.1.1.371	scyllo-inositol 2-dehydrogenase (NADP(+))
ALJHJBEP_00825	CDS	blr		Divisome-associated membrane protein Blr
ALJHJBEP_00826	CDS	cnu		OriC-binding nucleoid-associated protein
ALJHJBEP_00827	CDS	ydgK		Inner membrane protein YdgK
ALJHJBEP_00828	CDS	rsxA		Electron transport complex subunit RsxA
ALJHJBEP_00829	CDS	rsxB		Electron transport complex subunit RsxB
ALJHJBEP_00830	CDS	rsxC		Electron transport complex subunit RsxC
ALJHJBEP_00831	CDS	rsxD		Electron transport complex subunit RsxD
